SMILES
[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O)NC(=O)C1=CC=C(OCCCCCCCC)C=C1)[C@@H](C)O
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
CCC(O)=O
[O--].[O--].[O--].[Mg++].[Si+4]
[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O
CN1SC(Cl)=CC1=O
O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
[Ag]
[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O
CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2
CC(C)(O)C(Cl)(Cl)Cl
CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H]3NC(C)=O)[C@@H](CO)[C@@H]2O1
C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F
[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-]
[B]
CC1=CC(C)=C(OC2=CC=CC=C2C2=CSC(N=C3NCCCN3)=N2)C=C1
C(C1=CC=CC=C1)C1=NC2=CN=CC=C2N=N1
C(OC1=CC=CC=C1)C1=NC2=CN=CC=C2NN1
CCOC(=O)C1=CC=C(O)C=C1
COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O
[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
CN(C(=S)OC1=CC=C2[C@H]3CC[C@H](C3)C2=C1)C1=CC(C)=CC=C1
[O-][N+](=O)C1=C(Cl)C=CC=C1C1=CNC=C1Cl
FC1=CC=C(C=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1F
OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2
C[C@@H](N1C=NC2=CC(Cl)=CC=C2C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F
OCC(O)COC1=CC=C(Cl)C=C1
C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1
ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1
[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C
N1C2=CC=CC=C2N=C1C1=CSC=N1
[O-][N+]1=C(S)C=CC=C1
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
CC(CC(C)C1OC(=O)CC(=O)CCCC(=O)CC(O)CC(O)CC(O)CC(=O)CC(O)C(C(O)CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C1C)C(O)=O)C(O)CC(=O)C1=CC=C(N)C=C1
CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
OC1=CC=C(Br)C=C1C(=O)NC1=CC=C(Cl)C=C1
C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@@](CN1C=NC=N1)(OCOP(O)(O)=O)C1=CC=C(F)C=C1F
CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
CCCCCCCCCC(O)=O
C1CNCC2=C1N(C3=C2C=C(C=C3)F)CCCOC4=CC=C(C=C4)Cl
C[C@@H](C1=CN(N=N1)C2=C(C=C(C=C2)Cl)F)[C@](CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O
COC1=C(C=CC(=C1)Br)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NCC(=O)NCCC4=CCCCC4
CC1=CC(=O)C(=C(C=C1C(=O)C2=CC=CC=C2)O)O
CCCC(C(=O)NCCC1=CC=C(C=C1)C2=CC(=C(C=C2)Cl)Cl)N.Cl
C1C(N=C(O1)C2=CC3=C(S2)C=C(C=C3)Cl)(CN4C=NC=N4)C5=CC=C(C=C5)F
C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3C(=O)N4C=C(C=C4C=N3)C5=CC=C(C=C5)OC
C1=CN=C2C3=C1C=CN=C3C(=O)C4=C2SC=C4
C1C(N=C(O1)C2=CC=C(C=C2)C3=CC=CC=C3F)(CN4C=NC=N4)C5=CC=C(C=C5)F
CC1=CC(=O)C(=C(C=C1C(=O)C2=CC=CS2)O)O
CC[C@@H]1C[C@H]2CC[C@H](O2)C(C(=O)O[C@H](C[C@@H]3CC[C@@H](O3)[C@H](C(=O)O1)C)CC)C
C1CC(C2=C(C1C3=CC(=C(C=C3)Cl)Cl)SC=C2)NCCC4CCOCC4.Cl
C1=CC=C(C(=C1)C[Se]C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
C1C(=O)N(C2=C(C=C(C=C2)F)C(=N1)C3=CC=CC=C3Br)CCCN4N=C(N=N4)C5=CC=C(C=C5)Cl
C1=CC(=CC(=C1)F)C[Se]C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](C3=CC4=C(C(=C3C5=C2C=C(C(=C5O)C(=O)N[C@H](C)C(=O)NO)C)O)C(=O)C6=C(C4=O)C(=CC(=C6)OC)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)NC
C1=CC(=C(C=C1F)F)C(CN2C=CN=C2)[Se]CC3=C(C=C(C=C3)Cl)Cl
C1=CC(=C(C=C1F)C[Se]C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Br
C1C(=O)N(C2=C(C=C(C=C2)F)C(=N1)C3=CC=CC=C3Br)CCCN4N=C(N=N4)C5=CC=CC=C5Cl
C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)[Se][Se]C(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
C1[C@@H](NC[C@@H](N1)CC2=CC=C(C=C2)OCC3=CC=CC=C3)CC4=CC=CC=C4
C(C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)N)CN=C(N)N
COC1=C(C=CC(=C1)CC=C)OCC(CN2C=CN=C2)OC(=O)C3=CC=C(C=C3)Cl
C1=CC(=CC2=C1C=CC(=O)O2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
CC1=C(SC(=N1)C2=CC=C(C=C2)C(C)(C)C)C3=NN=C(O3)NCCN
C1=CC=C(C(=C1)C[Se]C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Br
C1=CC(=CC(=C1)F)C[Se]C(CN2C=CN=C2)C3=C(C=C(C=C3)F)F
C1=CC(=CC=C1C(CN2C=CN=C2)[Se]C(CN3C=CN=C3)C4=CC=C(C=C4)Cl)Cl
CCCC1=CC(=C(C=C1)OCC(CN2C=CN=C2)OCC3=CC=C(C=C3)Cl)OC
C1=CC=C(C(=C1)C[Se]C(CN2C=CN=C2)C3=C(C=C(C=C3)F)F)Br
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCCN(CC(CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O)S(=O)(=O)C5=C(C=C(C=C5)Cl)Cl
C1=CC=C2C(=C1)NC(=N2)SCC(CN3C=NC=N3)(C4=CC=C(C=C4)F)O
C1=CC=C(C(=C1)C[Se]C(CN2C=CN=C2)C3=C(C=C(C=C3)F)F)Cl
C1=CC(=CC=C1C(CN2C=CN=C2)[Se][Se]C(CN3C=CN=C3)C4=CC=C(C=C4)Cl)Cl
COC1=CC2=C(C=C1)NC(=O)OC23CCN(CC3)C(=O)/C=C/C(=O)NC4=CC=CC=C4Cl
C1=CC=C(C=C1)C(=O)C2=CC3=C(C=C2)N=C(N3)SCC(CN4C=NC=N4)(C5=CC=C(C=C5)Cl)O
C1CC2=C(C1)C=C(C=C2)NC(=S)N3C(=O)C=C(N3)N
C1CCC(CC1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC(=C4)C(=O)O)C(F)(F)F
C/C(=N\OC)/C1=CC=CC=C1NC(=O)C2=CN(N=C2C(F)F)C
CC1=CC=C(C=C1)C(CN2C=CN=C2)[Se][Se]C(CN3C=CN=C3)C4=CC=C(C=C4)C
CC1=NC(=CC(=N1)NCC2=CC=C(C=C2)C3=NN=C(O3)SCC4=C(C=CC=C4F)F)C(F)(F)F
COC1=C(C=CC(=C1)CC=C)OCC(CN2C=CN=C2)OCC3=CC=C(C=C3)Cl
CCCC1=CC(=C(C=C1)OCC(CN2C=CN=C2)OC(=O)C3=CC=C(C=C3)Cl)OC
CN1C2=C(C=C(C=C2)O)C3=C1C(=O)C=C(C3=O)NC4=CC=C(C=C4)Cl
C1CN(CCN1CCO)C2=NN3C=C(N=C3C(=C2)C4=CSC=C4)C5=CC(=CC=C5)F
CC1=C([C@H]([C@H]2[C@@H](C1)OC(=O)C2=C)OC(=O)CCl)[C@@H](C)CCCOC(=O)C
COC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)SCC(CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O
C1=CC(=CC=C1NC(=O)NC2=NN=C(S2)SCC(CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O)F
CCC1=NN(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)NC4=CC=C(C=C4)F)C
CC1=C(C=CC2=C1OC(=O)C=C2C3=C(C(=NS3)Cl)Cl)OCCNCC(CN4C=NC=N4)(C5=C(C=C(C=C5)F)F)O
C[C@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O[C@H](CN3C=CN=C3)C4=CC=C(C=C4)F
C1[C@@H](N=C(O1)C2=COC(=N2)C3=C(C=CC(=C3)F)F)C4=CC=CC=C4
C[C@@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)N(C)C[C@@](CN3C=CN=C3)(C4=CC=C(C=C4)Cl)O
C1=CC2=C(C(=C(C=C2Br)Br)OCC3=NNC(=O)N3C4=CC=C(C=C4)C(F)(F)F)N=C1
CC1=C(C(=O)NN1)C(C2=CN(N=N2)C3=CC=C(C=C3)OC)C4=C(NNC4=O)C
C1=CC2=C(C(=C1)C(F)(F)F)N=C(C=C2OCC(=O)NNC3=C(C=C(C=C3)F)F)C(F)(F)F
CCCCCC1=CC=C(C=C1)C2=CC(=CC(=C2)O)O
CCCSSC1=NC=CC=N1
CC1=CC(=C(C(=O)O1)C(=O)CCC2CCCC2)O
C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N(C)CC3=CC=C(C=C3)C#CC4=C(C=C(C=C4)F)F
C[C@]12CCC[C@]([C@@H]1CCC3=C2C=C(C=C3)OC(=O)NCCCNCCCCCCCCNCCCNC(=O)OC4=CC5=C(CC[C@@H]6[C@@]5(CCC[C@]6(C)C(=O)O)C)C=C4)(C)C(=O)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O
C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)OCC#CC3=CC=C(C=C3)C#N
CC(=O)N1CCN(CC1)C(C2=CC=C(C=C2)Br)C(=O)NC3=CC(=CC=C3)F
CCCN1C(=CC2=C1C=C(C=C2)Cl)C3=NN=CO3
CC1=CC=C(C=C1)N2C3=C(C=N2)C(=O)N(C(=N3)C4=CC(=CC=C4)C(F)(F)F)CCCl
CC1=CC=C(C=C1)/C=C/2\CN(C[C@]3(C2=O)[C@H]([C@@H](N[C@@]34C5=C(C=CC(=C5)OC(F)(F)F)NC4=O)CC6=CC=CC=C6)C7=CC=C(C=C7)C)/C=C/C8=CC=CC=C8
CCN1CCN(CC1)C2=CC=C(C=C2)NC(=O)CSC3=NN=C4N3C(=CS4)C5=CC=CC=C5
C1=CC(=CC=C1/C=N/NC(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)[N+](=O)[O-])Cl
C1CN(CCC1C2=NC(=CS2)C3=NOC(C3)C4=C(C=CC=C4F)F)C(=O)CN5C=C(C6=CC=CC=C65)F
C[C@@H]1[C@H]([C@H](O[C@H]1C2=CC(=CC=C2)F)C3=CC(=C(C=C3)O)C(F)(F)F)C
CC1=CC=C(C=C1)C2C(OC(=O)C2=C)C3=CC4=CC=CC=C4S3
C1=CC=C2C(=C1)NC(=N2)SC3=NC=NC(=C3)OC4=CC=C(C=C4)C(F)(F)F
COC1=CC=C(C=C1)/C=C/C(=O)O/N=C/C2=CC=CC=C2F
CCCCS(=O)(=O)C1=NN(C(S1=O)C2=COC3=C(C2=O)C=C(C=C3)Cl)C(=O)C
CC1=CC=CC=C1C(=O)/C=N/NC(=O)C2=C(NC(=O)NC2C3=CC=CC=C3)C
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C2=CC=CC=C2)[C@@H](C3=CC=CC=C3)NC(=S)NCC4=CC=CC=C4
C1=CC=C(C=C1)CNC(=S)N[C@H](C2=CC=CC=C2)[C@@H](C3=CC=CC=C3)NCC4=CNC5=CC=CC=C54
CCCCC1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
C1=CC=C(C(=C1)C2=NC3=CC=CC=C3S2)OCCN4C=C(N=N4)COC5=CC=CC6=C5N=CC=C6
C1=NN=C2N1N=C(S2)C(Cl)(Cl)Cl
COC(=O)/C(=N\OC)/C1=CC=CC=C1COCCCCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Br-]
C=CCC1=CC(=C(C(=C1)Br)O)C2=C(C(=CC(=C2)CC=C)Br)O
CC(C)CSSC1=NC=CC=N1
C1=CC=C(C=C1)CNC(=S)N[C@H](C2=CC=CC=C2)[C@@H](C3=CC=CC=C3)NS(=O)(=O)C4=CC=CC=C4
CC1(C=CC2=C(O1)C=C(C3=C2O[C@@H]([C@H](C3=O)O)C4=CC=CC=C4)O)C
CC(C)(C)C1=CC=C(C=C1)/C(=C/C(=O)OCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)/C5=CC(=NC=C5)Cl.[Br-]
C1COC(=N1)C2=C(N(N=C2)C3=CC=C(C=C3)Cl)NC(=O)/C=C/C4=CC=CC=C4Cl
C1CS(=O)(=O)CC1NC(=O)C2=CC=C(C=C2)N3C(=NC(=N3)C4=CC=CC=C4O)C5=CC=CC=C5O
CCOC(=O)CC1=CSC(=N1)N/N=C(/C)\CCC(=O)O
CC1=CC=CC=C1/C(=N/OC)/C(=O)OCCCCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Br-]
C[C@@H](C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)N(C)C[C@@](CN3C=NC=N3)(C4=C(C=C(C=C4)Cl)Cl)O
C1CNC(=O)C2=C(C1OC(=O)C3=CSC=C3Br)OC=C2
CN[C@H](C1=CC=CC=C1)[C@@H](C2=CC=CC=C2)NC(=S)NCC3=CC=CC=C3
CC[C@@H]1COC(=N1)C2=CC=CC=C2NC(=O)/C(=N\O)/C3=CC=CO3
CC1=C(SC(=N1)C2=CC=C(C=C2)C(C)(C)C)C3=NN=C(O3)N[C@H]4CCCC[C@H]4N
CC1=CC=C(C=C1)N2C(=C(C=N2)C3=NCCO3)NC(=O)/C=C/C4=CC=CC=C4Cl
CC1=NOC\2=C1C(=O)C3=C(/C2=N/OC)C=CS3
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)O[C@@]4([C@]3(ON=C4C5=CC=CC=C5)C)N
C=CCCCCCCCCC(=O)O
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
C1=CC=C(C(=C1)C(=O)O)O
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21.Cl
CC1=CC(=C(N1C)C(=O)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)C4=NC=C(C=N4)F)C5=CC=CC=C5
CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl
C=CCCCCCCCCC(=O)[O-].C=CCCCCCCCCC(=O)[O-].[Zn+2]
CC1=C(C=CC(=C1)N2CCN(CC2)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)F)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])CC2=CC=CC=C2.[Al+3]
C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
C1=NC(=O)NC(=C1F)N
C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O
C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
CC1=CC(=O)N(C(=C1)C2CCCCC2)O
C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCC(=C)CC3
C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI
C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
